# SWF viewer marks, edited from swf.html
# impression: I have an impression of it from the game; favorite: I'll revisit it
# marks	sha256	file	element
impression	37d2652e64d2a486	杂物百宝箱/经典精灵丨pet_pet.swf	#196 mmo.pet.PetFrontView_0_0
favorite	37d2652e64d2a486	杂物百宝箱/经典精灵丨pet_pet.swf	#447 mmo.pet.PetBody2
impression	20d95244e3d3b472	杂物百宝箱/老场景照片丨oldscenephoto_19070478623111.swf	#353 mmo.app.oldscenephoto.Camera
impression	7e6e17cf6771b815	杂物百宝箱/赏金猎人任务丨huntertask.swf	#27 mmo.app.huntermail.HunterLetter
impression,favorite	f434d6b4c67b7df2	杂物百宝箱/食人花合影相框丨photo.swf	#425 mmo.app.photo.PhotoViewPanel
favorite	f434d6b4c67b7df2	杂物百宝箱/食人花合影相框丨photo.swf	#449 mmo.app.photo.PhotoPanel
favorite	74baa8bbbb2b4f9d	杂物百宝箱/魔法噜噜机+魔力转化机丨produce.swf	#352 mmo.produce.petproduce.PetProducePanel
impression	e2409e6174fc931f	港口.swf	
impression	e2409e6174fc931f	港口.swf	#42 mmo.scene.port.CombineShip
impression	e2409e6174fc931f	港口.swf	#94 mmo.scene.port.SailPanel
impression	5f9fb53c005e40f9	游戏/仿真演习丨realrehearse.swf	
impression	36346118cedd622c	游戏/兔子军团/background/background4.swf	
impression	ee1cd880acfaaffd	游戏/兔子军团/background/background7.swf	
impression	2b33cd10fbb0426f	游戏/出航丨navigateevent~0.swf	#234 mmo.bigmap.NavigateEvent
impression	9c93a78e7b80aff8	游戏/动物捕捉背景/calevel0.swf	
impression	c757d2cd2ecfd097	游戏/动物捕捉背景/calevel4.swf	
impression	778958b4b73e7781	游戏/天才蛋糕师丨cakesingle~18092072148170.swf	#118 mmo.game.cakesingle.Cake0
impression	778958b4b73e7781	游戏/天才蛋糕师丨cakesingle~18092072148170.swf	#162 mmo.game.cakesingle.Cake3
impression	778958b4b73e7781	游戏/天才蛋糕师丨cakesingle~18092072148170.swf	#182 mmo.game.cakesingle.Cake2
impression	778958b4b73e7781	游戏/天才蛋糕师丨cakesingle~18092072148170.swf	#193 mmo.game.cakesingle.Cake1
impression	5f9e516c117b7fd1	游戏/奥比分信员丨game_poster.swf	#377 mmo.game.poster.PostPanel
impression	a9ff9712980e7ff5	游戏/奥比岛小游戏/制作缤纷糖果.swf	
impression	a9ff9712980e7ff5	游戏/奥比岛小游戏/制作缤纷糖果.swf	#237 mmo.game.makecandy.Candy04
impression	a9ff9712980e7ff5	游戏/奥比岛小游戏/制作缤纷糖果.swf	#242 mmo.game.makecandy.Candy03
impression	a9ff9712980e7ff5	游戏/奥比岛小游戏/制作缤纷糖果.swf	#251 mmo.game.makecandy.Candy01
impression	a9ff9712980e7ff5	游戏/奥比岛小游戏/制作缤纷糖果.swf	#257 mmo.game.makecandy.Candy00
impression	9b140bfe7b2c5e81	游戏/奥比岛小游戏/拯救小水妖.swf	
impression	9b140bfe7b2c5e81	游戏/奥比岛小游戏/拯救小水妖.swf	#158 mmo.game.savewater.Leaf
impression	4e74cc452a8f62e7	游戏/奥比岛小游戏/整理精灵房间.swf	#208 mmo.scene.petshop.becomeprincess.RoomPanel
impression	c5a682103d47666b	游戏/奥比岛小游戏/木阳的故事.swf	
impression	5385fd7f2e08b6cf	游戏/奥比岛小游戏/水果沙拉.swf	
impression	604624b60ad321ea	游戏/奥比岛小游戏/苍月塔战斗.swf	#1090 mmo.app.towerbattle.TowerBattle
impression	ad6e28ab78cb4a99	游戏/奥比岛钓鱼丨fishgame2.swf	#23 mmo.game.fishgame2.Mussel
impression	ad6e28ab78cb4a99	游戏/奥比岛钓鱼丨fishgame2.swf	#36 mmo.game.fishgame2.Fish5
impression	ad6e28ab78cb4a99	游戏/奥比岛钓鱼丨fishgame2.swf	#40 mmo.game.fishgame2.Fish4
impression	ad6e28ab78cb4a99	游戏/奥比岛钓鱼丨fishgame2.swf	#52 mmo.game.fishgame2.Fish1
impression	ad6e28ab78cb4a99	游戏/奥比岛钓鱼丨fishgame2.swf	#59 mmo.game.fishgame2.Fish2
impression	ad6e28ab78cb4a99	游戏/奥比岛钓鱼丨fishgame2.swf	#86 mmo.game.fishgame2.GameScene
impression	ad6e28ab78cb4a99	游戏/奥比岛钓鱼丨fishgame2.swf	#125 mmo.game.fishgame2.GameOverPanel
impression	ad6e28ab78cb4a99	游戏/奥比岛钓鱼丨fishgame2.swf	#136 mmo.game.fishgame2.Crab
impression	6a52113cbbe7ba38	游戏/奥比摘星丨pickstar~22090191546715.swf	
impression	d6ad75cb42742d3e	游戏/宝石大厦/makedish_18080251246524.swf	#276 mmo.cook.makedish.MakeDishPanel
impression	f6a28f5337e18da4	游戏/宝石大厦/店面/level1store~0.swf	
impression	7a16ce24f1e0c67d	游戏/宝石大厦/店面/level2store~0.swf	
impression	0b51f7b3fb0b5f74	游戏/宝石大厦/店面/level3store~0.swf	
impression	bc9ae7e30b93a823	游戏/宝石大厦/店面/level4store~0.swf	
impression	c4a1328a8b0b1e5d	游戏/宝石大厦/店面/level5store~0.swf	
impression	15418cb34593c93b	游戏/宝石大厦/店面/level6store~0.swf	
impression	a153913829baacee	游戏/宝石大厦/店面/level7store~0.swf	
impression	566a37493ee8c081	游戏/宝石大厦/店面/level8store~0.swf	
impression	a60745d86cb65364	游戏/寻找梦幻绿晶丨magiccrystal~0.swf	
impression	b25f4253bf96bc23	游戏/小精灵水果沙拉丨fruitcut.swf	
impression	d976367b2942eddd	游戏/建设卡利小岛丨buildisland.swf	#587 mmo.buildisland.island.view.DockView
impression	335c16779545ebe1	游戏/快乐星球足球丨football.swf	
impression	4985f0b06f0121c3	游戏/找找看丨game_findstuff.swf	
impression	46310a76a72e0e67	游戏/拯救小水妖丨game_savewater.swf	
impression	b6c788bfe6800941	游戏/捕捉动物丨game_catchanimal.swf	#67 mmo.game.catchanimal.CABody1
impression	b6c788bfe6800941	游戏/捕捉动物丨game_catchanimal.swf	#641 mmo.game.catchanimal.CACatchMovie
impression	a282c26478855bb4	游戏/接红包丨redpack.swf	
impression	79047bc31b70cc9e	游戏/摘取魔法种子丨game_climbtree.swf	#285 climbtree_fla.startPanel_70
impression	2370d2c20a74abee	游戏/月饼小食神丨game_mooncake.swf	
impression	d2d0d4dc6d61a184	游戏/木阳的故事丨game_muyangstory.swf	
impression	0a502781c6301143	游戏/水果连连看丨game_link.swf	
impression	214be301b263a3b4	游戏/睡梦枕头丨game_pickstone.swf	
impression	0f1e4c0eab452ef2	游戏/粉丝助威团丨cheerteam.swf	
impression	bc732388b7630949	游戏/藏宝岛丨treasureisland.swf	
impression	bc732388b7630949	游戏/藏宝岛丨treasureisland.swf	#44 mmo.ti.NextCave
impression	2314237b278176ec	游戏/见习小医生丨game_petsnurse.swf	
impression	610fae888e0fff62	游戏/跳火圈丨jumpfirecircle.swf	
impression	83a3372332616bec	游戏/遗忘之岛猴子香蕉丨monkeybanana~0.swf	
impression	0fe0b825b922b610	生存大挑战（鳄鱼嘴巴）.swf	
impression	b00f287991d15a3b	礼品册/catalog_giftcatalog2.swf	#3 mmo.materials.Gift_Baozhen
impression	dcfb0adcd3588377	老场景丨scene/mazeend.swf	#364 mmo.scene.MazeEnd
impression	dcfb0adcd3588377	老场景丨scene/mazeend.swf	#377 mmo.scene.mazeend.Ice
impression	2c47c9245d0c915f	老场景丨scene/mazelost.swf	#84 mmo.scene.MazeLost
favorite	e14cd712960af117	老场景丨scene/travelscene21.swf	
favorite	a41284a97f9a44a1	花云丨cloud.swf	
impression,favorite	10eaac50454d9fce	花店丨storage.swf	
impression	ac3d0a2ad3d61555	苍月塔/满月之间.swf	
impression	bd71a58574fe7eb4	苍月塔/苍月塔一层.swf	
impression	bd71a58574fe7eb4	苍月塔/苍月塔一层.swf	#14 mmo.scene.magictower.GetGiftPanel2
impression	bd71a58574fe7eb4	苍月塔/苍月塔一层.swf	#124 mmo.scene.magictower.ShopPanel
impression	bd71a58574fe7eb4	苍月塔/苍月塔一层.swf	#171 magictower1_fla.background_5
impression	bd71a58574fe7eb4	苍月塔/苍月塔一层.swf	#174 magictower1_fla.overlap_26
impression	f9df67788787ea52	苍月塔/苍月塔七层.swf	
impression	e719965454070fcd	苍月塔/苍月塔三层.swf	
impression	e719965454070fcd	苍月塔/苍月塔三层.swf	#123 mmo.scene.magictower.PirateIcon
impression	e5f003c682bbd868	苍月塔/苍月塔九层.swf	
impression	3e07cbe37a43e2fd	苍月塔/苍月塔二层.swf	#53 mmo.scene.magictower.pipegame.PipeGame
impression	71dc29d19f5bfc45	苍月塔/苍月塔五层.swf	#782 magictower5_fla.Timeline_29
impression	130e633329db322a	苍月塔/苍月塔六层.swf	#2 mmo.scene.magictower.RingIcon
impression	b1b7ac4c6ef34ed6	苍月塔/苍月塔十层.swf	
impression	22ad6420657dc206	英语测试丨speak2exam~17021677598409.swf	
impression	87d1c54866d12d44	蜜蜂商品册丨catalog_beecatalog.swf	
impression	87d1c54866d12d44	蜜蜂商品册丨catalog_beecatalog.swf	#82 beecatalog_fla.ASDFASFAF_14
impression	195b260a6f842cd8	赏金猎人丨bountyhunter.swf	
impression	195b260a6f842cd8	赏金猎人丨bountyhunter.swf	#115 mmo.bountyhunter.view.BountyTasksPanel
impression	195b260a6f842cd8	赏金猎人丨bountyhunter.swf	#157 mmo.bountyhunter.view.TaskDetailPanel
impression	195b260a6f842cd8	赏金猎人丨bountyhunter.swf	#273 mmo.bountyhunter.task.QuestionPanel
impression	195b260a6f842cd8	赏金猎人丨bountyhunter.swf	#693 mmo.bountyhunter.view.FullLevelPanel
impression	870f53e54ca5268c	魔法花架丨seeds.swf	#438 mmo.task.seeds.ActionWater
